type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,STA,DA:96:5D:BC:A5:95,-43,10,0,0,0,0,0,0,0,0,0,-98,0,6,0,2856170,0,154,0,0,3.23657,128,[-102 32 9 0 -23 18 -25 19 -27 20 -27 19 -28 19 -28 17 -26 16 -22 13 -20 11 -16 11 -12 10 -9 11 -5 12 -2 14 0 17 1 18 0 20 -2 22 -3 22 -6 22 -9 20 -10 18 -11 15 -12 12 -11 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -15 -14 -12 -16 -10 -16 -8 -16 -7 -15 -6 -13 -7 -12 -8 -10 -11 -9 -13 -8 -17 -8 -20 -9 -22 -10 -24 -12 -25 -13 -25 -15 -25 -15 -24 -16 -25 -17 -23 -15 -21 -13 -20 -10 -18 -6 -17 -2 -18 3 -18 7 ]
