"type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA"
"CSI_DATA,STA,72:91:97:B8:0A:6B,-29,10,0,0,0,0,0,0,0,0,0,-98,0,6,0,5569006,0,124,0,0,5.94956,128,[124 64 7 0 3 -9 1 -14 0 -20 -1 -24 -2 -27 -3 -30 -3 -32 -3 -30 -3 -30 -3 -29 -2 -26 -1 -23 -1 -18 0 -14 0 -8 -1 -2 -3 2 -5 6 -7 9 -11 11 -13 12 -16 11 -18 10 -19 7 -20 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18 3 -19 0 -20 -2 -20 -4 -19 -5 -18 -6 -16 -6 -13 -5 -9 -3 -6 -1 -4 2 -1 6 2 10 4 14 6 17 8 20 9 23 11 24 13 27 13 27 13 27 14 25 13 23 12 19 10 14 9 8 ]"
"CSI_DATA,STA,72:91:97:B8:0A:6B,-23,10,0,0,0,0,0,0,0,0,0,-98,0,6,0,5620457,0,128,0,0,6.00062,128,[-128 -128 7 0 -8 5 -9 11 -11 17 -12 21 -13 25 -14 27 -14 28 -13 26 -12 25 -12 23 -11 20 -9 16 -7 12 -5 7 -1 3 2 -1 6 -3 9 -6 13 -7 16 -7 18 -6 19 -4 19 -1 19 2 16 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 6 15 9 15 11 14 13 14 14 12 15 10 15 8 13 7 10 5 6 4 2 3 -2 3 -8 3 -12 3 -17 2 -21 2 -24 2 -27 3 -32 2 -32 1 -32 1 -30 0 -27 -1 -23 -2 -18 -3 -13 ]"
"CSI_DATA,STA,72:91:97:B8:0A:6B,-23,10,0,0,0,0,0,0,0,0,0,-98,0,6,0,5629499,0,128,0,0,6.03143,128,[-128 -128 7 0 6 -8 7 -13 10 -19 10 -23 11 -26 12 -28 12 -30 10 -27 10 -27 9 -24 9 -20 7 -17 5 -12 3 -8 -1 -3 -4 1 -7 4 -11 6 -15 6 -18 6 -19 5 -21 3 -20 1 -19 -2 -17 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -15 -5 -16 -8 -17 -11 -17 -12 -16 -14 -15 -15 -13 -15 -11 -14 -9 -11 -7 -8 -6 -4 -5 1 -4 6 -3 11 -2 15 -2 20 -2 23 -1 26 -1 30 -1 31 -1 31 0 29 0 27 2 23 3 18 4 12 ]"
"CSI_DATA,STA,72:91:97:B8:0A:6B,-23,10,0,0,0,0,0,0,0,0,0,-98,0,6,0,5629882,0,92,0,0,6.0728,128,[92 64 5 0 -9 -3 -15 -1 -20 2 -24 3 -27 5 -30 5 -31 6 -29 5 -28 6 -26 5 -24 4 -21 3 -16 1 -12 1 -6 0 -1 1 4 2 8 3 11 5 13 7 14 10 13 13 12 15 10 16 7 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 16 2 18 0 19 -2 19 -3 19 -4 17 -5 15 -4 12 -3 9 -1 6 2 3 5 -1 9 -4 12 -6 15 -9 18 -11 21 -13 23 -15 25 -17 26 -17 25 -18 23 -17 20 -16 17 -14 12 -12 8 -9 ]"
"CSI_DATA,STA,72:91:97:B8:0A:6B,-23,10,0,0,0,0,0,0,0,0,0,-98,0,6,0,5630141,0,133,0,0,6.11186,128,[-123 -48 7 0 -11 1 -16 5 -19 10 -23 13 -26 16 -28 18 -28 20 -27 18 -26 17 -25 17 -23 14 -20 12 -16 9 -11 6 -6 3 -1 1 4 0 9 -1 13 0 17 1 19 3 19 6 19 9 17 11 15 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 15 9 18 7 19 6 21 4 20 3 20 2 17 1 14 1 10 2 6 3 2 5 -3 8 -8 10 -12 13 -16 14 -20 16 -22 17 -24 20 -29 19 -29 18 -29 17 -28 14 -25 12 -22 8 -18 5 -13 ]"
"CSI_DATA,STA,72:91:97:B8:0A:6B,-23,10,0,0,0,0,0,0,0,0,0,-98,0,6,0,5630348,0,113,0,0,6.15179,128,[113 -112 6 0 -10 3 -15 8 -18 13 -21 17 -23 20 -25 22 -26 24 -24 22 -23 21 -22 19 -20 17 -18 14 -15 10 -10 7 -5 4 0 1 4 0 9 -1 13 -1 16 0 19 2 20 4 20 7 18 10 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 12 13 15 12 17 11 18 9 19 7 18 6 17 5 14 4 10 3 6 4 1 5 -4 6 -9 8 -14 9 -18 10 -22 11 -25 12 -28 13 -32 13 -32 12 -32 11 -30 9 -27 7 -24 5 -20 2 -14 ]"
"CSI_DATA,STA,72:91:97:B8:0A:6B,-26,10,0,0,0,0,0,0,0,0,0,-98,0,6,0,5825370,0,158,0,0,6.20602,128,[-98 96 9 0 -6 9 -12 12 -16 16 -19 19 -22 23 -23 26 -22 29 -19 29 -17 30 -13 29 -12 26 -10 23 -9 18 -9 13 -8 6 -8 0 -7 -5 -8 -11 -8 -15 -8 -19 -7 -22 -7 -24 -6 -24 -4 -25 -1 -24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 -20 -2 -22 -1 -24 0 -24 1 -25 2 -23 2 -21 3 -18 4 -15 4 -10 5 -5 6 0 8 5 10 10 13 14 16 17 19 19 23 20 27 21 29 20 30 18 30 15 28 12 25 8 20 6 14 5 ]"
"CSI_DATA,STA,72:91:97:B8:0A:6B,-20,10,0,0,0,0,0,0,0,0,0,-98,0,6,0,5920195,0,80,0,0,6.30077,128,[80 -128 4 0 9 -4 14 -2 20 -2 24 -4 28 -5 30 -8 32 -10 28 -11 27 -12 25 -13 22 -12 18 -10 15 -7 12 -4 8 0 4 5 1 9 -2 12 -4 15 -6 17 -7 19 -9 19 -10 19 -11 18 -12 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 14 -12 15 -14 15 -16 15 -17 15 -16 14 -16 13 -15 11 -12 8 -10 5 -8 1 -5 -4 -3 -8 -2 -13 -1 -17 -2 -22 -3 -25 -4 -28 -7 -32 -10 -31 -12 -31 -13 -29 -13 -26 -12 -22 -10 -17 -7 -12 ]"
"CSI_DATA,STA,72:91:97:B8:0A:6B,-26,10,0,0,0,0,0,0,0,0,0,-98,0,6,0,5921599,0,92,0,0,6.3347,128,[92 64 5 0 10 -1 16 2 22 4 28 5 31 4 35 3 37 1 34 -2 33 -4 31 -5 27 -5 23 -4 18 -2 13 0 8 3 2 7 -2 10 -6 13 -10 15 -13 17 -15 18 -17 18 -18 17 -19 16 -19 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -15 12 -18 12 -20 12 -22 11 -22 11 -22 10 -21 9 -19 7 -16 5 -12 2 -9 -1 -5 -5 -1 -9 2 -14 4 -18 5 -23 5 -27 4 -31 3 -36 1 -36 -2 -37 -4 -35 -6 -31 -6 -27 -5 -21 -1 -16 ]"
"CSI_DATA,STA,72:91:97:B8:0A:6B,-20,10,0,0,0,0,0,0,0,0,0,-98,0,6,0,5921997,0,124,0,0,6.37507,128,[124 64 7 0 -1 -4 0 -6 0 -7 0 -9 0 -10 0 -12 -1 -12 -2 -11 -2 -11 -3 -10 -3 -9 -2 -8 -2 -6 -1 -5 0 -3 2 -1 3 0 4 1 5 1 5 2 6 3 6 3 6 4 5 4 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 3 5 3 6 3 6 3 6 2 6 2 6 2 6 1 4 0 3 -1 2 -2 1 -3 0 -5 -1 -6 -2 -8 -2 -9 -2 -10 -2 -11 -1 -11 -1 -12 0 -11 1 -10 1 -8 2 -7 1 -5 1 ]"
